Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
Q9H1E5	Thioredoxin-related transmembrane protein 4 (Thioredoxin domain-containing protein 13)	TMX4 KIAA1162 TXNDC13 PSEC0095 UNQ475/PRO938	TMX4	56255;	ENST00000246024;	349	38,952	reviewed
Q6ICL3	Transport and Golgi organization protein 2 homolog	TANGO2 C22orf25	TANGO2	128989;	ENST00000327374;ENST00000398042;ENST00000401833;ENST00000401886;ENST00000432883;ENST00000434570;ENST00000456048;	276	30,937	reviewed
Q9UKE5	TRAF2 and NCK-interacting protein kinase (EC 2.7.11.1)	TNIK KIAA0551	TNIK	23043;	ENST00000284483;ENST00000341852;ENST00000357327;ENST00000436636;ENST00000460047;ENST00000470834;ENST00000475336;ENST00000488470;	1360	154,943	reviewed
Q9H2K2	Tankyrase-2 (TANK2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 6) (ARTD6) (Poly [ADP-ribose] polymerase 5B) (TNKS-2) (TRF1-interacting ankyrin-related ADP-ribose polymerase 2) (Tankyrase II) (Tankyrase-like protein) (Tankyrase-related protein)	TNKS2 PARP5B TANK2 TNKL	TNKS2	80351;	ENST00000371627;	1166	126,918	reviewed
P63316	Troponin C, slow skeletal and cardiac muscles (TN-C)	TNNC1 TNNC	TNNC1	7134;	ENST00000232975;	161	18,403	reviewed
P02585	Troponin C, skeletal muscle	TNNC2	TNNC2	7125;	ENST00000372555;	160	18,122	reviewed
O14787	Transportin-2 (Karyopherin beta-2b)	TNPO2	TNPO2	30000;	ENST00000356861;ENST00000425528;ENST00000450764;ENST00000588216;ENST00000592287;	897	101,388	reviewed
Q14106	Protein Tob2 (Protein Tob4) (Transducer of erbB-2 2)	TOB2 KIAA1663 TOB4 TROB2	TOB2	10766;	ENST00000327492;	344	36,632	reviewed
Q92547	DNA topoisomerase 2-binding protein 1 (DNA topoisomerase II-beta-binding protein 1) (TopBP1) (DNA topoisomerase II-binding protein 1)	TOPBP1 KIAA0259	TOPBP1	11073;	ENST00000260810;	1522	170,679	reviewed
Q9NS56	E3 ubiquitin-protein ligase Topors (EC 6.3.2.-) (SUMO1-protein E3 ligase Topors) (Topoisomerase I-binding RING finger protein) (Topoisomerase I-binding arginine/serine-rich protein) (Tumor suppressor p53-binding protein 3) (p53-binding protein 3) (p53BP3)	TOPORS LUN TP53BPL	TOPORS	10210;	ENST00000360538;ENST00000379858;	1045	119,198	reviewed
P0DKB5	Trophoblast glycoprotein-like	TPBGL	TPBGL	100507050;	ENST00000562197;	382	40,400	reviewed
Q13641	Trophoblast glycoprotein (5T4 oncofetal antigen) (5T4 oncofetal trophoblast glycoprotein) (5T4 oncotrophoblast glycoprotein) (M6P1) (Wnt-activated inhibitory factor 1) (WAIF1)	TPBG 5T4	TPBG	7162;	ENST00000369750;ENST00000535040;ENST00000543496;ENST00000634817;ENST00000634826;ENST00000635036;	420	46,032	reviewed
P48553	Trafficking protein particle complex subunit 10 (Epilepsy holoprosencephaly candidate 1 protein) (EHOC-1) (Protein GT334) (Trafficking protein particle complex subunit TMEM1) (Transport protein particle subunit TMEM1) (TRAPP subunit TMEM1)	TRAPPC10 EHOC1 TMEM1	TRAPPC10	7109;	ENST00000291574;ENST00000380221;	1259	142,189	reviewed
Q9H3S4	Thiamin pyrophosphokinase 1 (hTPK1) (EC 2.7.6.2) (Placental protein 20) (PP20) (Thiamine pyrophosphokinase 1)	TPK1	TPK1	27010;	ENST00000360057;	243	27,265	reviewed
P40238	Thrombopoietin receptor (TPO-R) (Myeloproliferative leukemia protein) (Proto-oncogene c-Mpl) (CD antigen CD110)	MPL TPOR	MPL	4352;	ENST00000372470;	635	71,245	reviewed
O43617	Trafficking protein particle complex subunit 3 (BET3 homolog)	TRAPPC3 BET3 CDABP0066	TRAPPC3	27095;	ENST00000373162;ENST00000373163;ENST00000373166;ENST00000617904;	180	20,274	reviewed
Q9Y296	Trafficking protein particle complex subunit 4 (Hematopoietic stem/progenitor cell protein 172) (Synbindin) (TRS23 homolog)	TRAPPC4 SBDN CGI-104 HSPC172 PTD009	TRAPPC4	51399;	ENST00000434101;ENST00000533632;ENST00000629243;ENST00000629713;	219	24,340	reviewed
Q309B1	Tripartite motif-containing protein 16-like protein (Tripartite motif-containing protein 70)	TRIM16L TRIM70	TRIM16L	147166;	ENST00000395671;ENST00000414850;ENST00000449552;ENST00000571708;ENST00000572555;	348	40,306	reviewed
A6NDI0	Putative tripartite motif-containing protein 49B (RING finger protein 18B)	TRIM49B RNF18B	TRIM49B	283116;	ENST00000332682;ENST00000622138;	452	52,747	reviewed
Q9Y4K3	TNF receptor-associated factor 6 (EC 6.3.2.-) (E3 ubiquitin-protein ligase TRAF6) (Interleukin-1 signal transducer) (RING finger protein 85)	TRAF6 RNF85	TRAF6	7189;	ENST00000348124;ENST00000526995;	522	59,573	reviewed
Q9BWF2	E3 ubiquitin-protein ligase TRAIP (EC 6.3.2.-) (RING finger protein 206) (TRAF-interacting protein)	TRAIP RNF206 TRIP	TRAIP	10293;	ENST00000331456;	469	53,294	reviewed
A0A5B9	T-cell receptor beta-2 chain C region	TRBC2 TCRBC2	TRBC2			178	19,969	reviewed
Q15633	RISC-loading complex subunit TARBP2 (TAR RNA-binding protein 2) (Trans-activation-responsive RNA-binding protein)	TARBP2 TRBP	TARBP2	6895;	ENST00000266987;ENST00000394357;ENST00000456234;	366	39,039	reviewed
Q9NP99	Triggering receptor expressed on myeloid cells 1 (TREM-1) (Triggering receptor expressed on monocytes 1) (CD antigen CD354)	TREM1	TREM1	54210;	ENST00000244709;ENST00000334475;ENST00000591620;	234	26,387	reviewed
P02787	Serotransferrin (Transferrin) (Beta-1 metal-binding globulin) (Siderophilin)	TF PRO1400	TF	7018;	ENST00000402696;	698	77,064	reviewed
P34981	Thyrotropin-releasing hormone receptor (TRH-R) (Thyroliberin receptor)	TRHR	TRHR	7201;	ENST00000311762;ENST00000518632;	398	45,085	reviewed
Q9UKU6	Thyrotropin-releasing hormone-degrading ectoenzyme (TRH-DE) (TRH-degrading ectoenzyme) (EC 3.4.19.6) (Pyroglutamyl-peptidase II) (PAP-II) (TRH-specific aminopeptidase) (Thyroliberinase)	TRHDE UNQ2507/PRO5995	TRHDE	29953;	ENST00000261180;	1024	117,000	reviewed
Q9C019	Tripartite motif-containing protein 15 (RING finger protein 93) (Zinc finger protein 178) (Zinc finger protein B7)	TRIM15 RNF93 ZNF178 ZNFB7	TRIM15	89870;	ENST00000259930;ENST00000376688;ENST00000376694;ENST00000414873;ENST00000421984;ENST00000427091;ENST00000431059;ENST00000550400;ENST00000552676;ENST00000552836;	465	52,113	reviewed
Q9Y577	E3 ubiquitin-protein ligase TRIM17 (EC 6.3.2.-) (RING finger protein 16) (Testis RING finger protein) (Tripartite motif-containing protein 17)	TRIM17 RBCC RNF16 TERF	TRIM17	51127;	ENST00000295033;ENST00000366697;ENST00000366698;ENST00000456946;	477	54,418	reviewed
Q6P9F5	Tripartite motif-containing protein 40 (Probable E3 NEDD8-protein ligase) (RING finger protein 35)	TRIM40 RNF35	TRIM40	135644;	ENST00000307859;ENST00000376724;ENST00000383610;ENST00000396581;ENST00000400651;ENST00000421981;ENST00000429471;ENST00000433713;ENST00000434151;ENST00000436951;ENST00000437563;ENST00000547289;ENST00000549728;ENST00000552119;ENST00000616351;	258	29,336	reviewed
Q96A61	Tripartite motif-containing protein 52 (RING finger protein 102)	TRIM52 RNF102	TRIM52	84851;	ENST00000611618;	297	34,653	reviewed
Q9BYV2	Tripartite motif-containing protein 54 (Muscle-specific RING finger protein) (MuRF) (Muscle-specific RING finger protein 3) (MuRF-3) (MuRF3) (RING finger protein 30)	TRIM54 MURF MURF3 RNF30	TRIM54	57159;	ENST00000296098;ENST00000380075;	358	40,301	reviewed
Q86UV7	Tripartite motif-containing protein 73 (Tripartite motif-containing protein 50B)	TRIM73 TRIM50B	TRIM73	375593;	ENST00000323819;ENST00000437796;	250	28,517	reviewed
Q9C026	E3 ubiquitin-protein ligase TRIM9 (EC 6.3.2.-) (RING finger protein 91) (Tripartite motif-containing protein 9)	TRIM9 KIAA0282 RNF91	TRIM9	114088;	ENST00000298355;ENST00000338969;ENST00000360392;	710	79,177	reviewed
O95411	TGFB1-induced anti-apoptotic factor 1 (12 kDa TGF-beta-1-induced antiapoptotic factor)	TIAF1	TIAF1	9220;	ENST00000359450;	115	12,414	reviewed
Q8IVF5	T-lymphoma invasion and metastasis-inducing protein 2 (TIAM-2) (SIF and TIAM1-like exchange factor)	TIAM2 KIAA2016 STEF	TIAM2	26230;	ENST00000275246;ENST00000318981;ENST00000360366;ENST00000456877;ENST00000461783;ENST00000529824;	1701	190,103	reviewed
Q08629	Testican-1 (Protein SPOCK)	SPOCK1 SPOCK TIC1 TICN1	SPOCK1	6695;	ENST00000394945;	439	49,124	reviewed
Q13263	Transcription intermediary factor 1-beta (TIF1-beta) (E3 SUMO-protein ligase TRIM28) (EC 6.3.2.-) (KRAB-associated protein 1) (KAP-1) (KRAB-interacting protein 1) (KRIP-1) (Nuclear corepressor KAP-1) (RING finger protein 96) (Tripartite motif-containing protein 28)	TRIM28 KAP1 RNF96 TIF1B	TRIM28	10155;	ENST00000253024;ENST00000341753;	835	88,550	reviewed
Q9NQ88	Fructose-2,6-bisphosphatase TIGAR (EC 3.1.3.46) (TP53-induced glycolysis and apoptosis regulator) (TP53-induced glycolysis regulatory phosphatase)	TIGAR C12orf5	TIGAR	57103;	ENST00000179259;	270	30,063	reviewed
Q9Y5L4	Mitochondrial import inner membrane translocase subunit Tim13	TIMM13 TIM13B TIMM13A TIMM13B	TIMM13	26517;	ENST00000215570;	95	10,500	reviewed
Q3ZCQ8	Mitochondrial import inner membrane translocase subunit TIM50	TIMM50 TIM50 PRO1512	TIMM50	92609;	ENST00000314349;ENST00000544017;ENST00000607714;	353	39,646	reviewed
Q9Y5J9	Mitochondrial import inner membrane translocase subunit Tim8 B (DDP-like protein) (Deafness dystonia protein 2)	TIMM8B DDP2 DDPL TIM8B	TIMM8B	26521;	ENST00000504148;	83	9,344	reviewed
P47974	Zinc finger protein 36, C3H1 type-like 2 (ZFP36-like 2) (Butyrate response factor 2) (EGF-response factor 2) (ERF-2) (Protein TIS11D)	ZFP36L2 BRF2 ERF2 RNF162C TIS11D	ZFP36L2	678;	ENST00000282388;	494	51,063	reviewed
Q9UHF0	Tachykinin-3 (ZNEUROK1) [Cleaved into: Neurokinin-B (NKB) (Neuromedin-K)]	TAC3 NKNB UNQ585/PRO1155	TAC3	6866;	ENST00000300108;ENST00000357616;ENST00000379411;ENST00000393867;ENST00000415231;ENST00000423597;ENST00000438756;ENST00000441881;ENST00000458521;ENST00000615887;	121	13,438	reviewed
Q6P9B6	TLD domain-containing protein 1 (TBC/LysM-associated domain-containing protein 1)	TLDC1 KIAA1609	TLDC1	57707;	ENST00000343629;	456	50,994	reviewed
Q04727	Transducin-like enhancer protein 4 (Grg-4) (Groucho-related protein 4)	TLE4 GRG4 KIAA1261	TLE4	7091;	ENST00000265284;ENST00000376537;ENST00000376544;ENST00000376552;	773	83,755	reviewed
Q9Y6L7	Tolloid-like protein 2 (EC 3.4.24.-)	TLL2 KIAA0932	TLL2	7093;	ENST00000357947;	1015	113,557	reviewed
Q9Y490	Talin-1	TLN1 KIAA1027 TLN	TLN1	7094;	ENST00000314888;	2541	269,767	reviewed
O43763	T-cell leukemia homeobox protein 2 (Homeobox protein Hox-11L1) (Neural crest homeobox protein)	TLX2 HOX11L1 NCX	TLX2	3196;	ENST00000233638;	284	30,251	reviewed
Q92545	Transmembrane protein 131 (Protein RW1)	TMEM131 KIAA0257 RW1	TMEM131	23505;	ENST00000186436;	1883	205,138	reviewed
Q96AN5	Transmembrane protein 143	TMEM143 UNQ5922/PRO19813	TMEM143	55260;	ENST00000293261;ENST00000377431;	459	51,715	reviewed
Q9BVK8	Transmembrane protein 147 (Protein NIFIE 14)	TMEM147	TMEM147	10430;	ENST00000222284;ENST00000392204;	224	25,261	reviewed
Q9P0S9	Transmembrane protein 14C	TMEM14C C6orf53 HSPC194	TMEM14C	51522;	ENST00000229563;ENST00000541412;	112	11,565	reviewed
Q53S58	Transmembrane protein 177	TMEM177	TMEM177	80775;	ENST00000272521;ENST00000401466;ENST00000424086;	311	33,760	reviewed
Q6ZVM7	TOM1-like protein 2 (Target of Myb-like protein 2)	TOM1L2	TOM1L2	146691;	ENST00000318094;ENST00000379504;ENST00000395739;ENST00000478943;ENST00000535933;ENST00000581396;	507	55,556	reviewed
A6NGA9	Transmembrane protein 202	TMEM202	TMEM202	338949;	ENST00000341689;	273	31,353	reviewed
Q6UWW9	Transmembrane protein 207	TMEM207 UNQ846/PRO1784	TMEM207	131920;	ENST00000354905;	146	16,116	reviewed
A2RRL7	Transmembrane protein 213	TMEM213	TMEM213	155006;	ENST00000397602;ENST00000413208;ENST00000442682;ENST00000458494;	107	11,520	reviewed
A0PJW6	Transmembrane protein 223	TMEM223	TMEM223	79064;	ENST00000307366;	202	22,049	reviewed
Q96A57	Transmembrane protein 230	TMEM230 C20orf30 HSPC274 UNQ2432/PRO4992	TMEM230	29058;	ENST00000202834;ENST00000342308;ENST00000379277;ENST00000379279;ENST00000379283;ENST00000379286;ENST00000379299;	120	13,188	reviewed
A6NFC5	Transmembrane protein 235	TMEM235	TMEM235	283999;	ENST00000374946;ENST00000421688;ENST00000550981;ENST00000551068;ENST00000586400;	223	23,360	reviewed
Q9NWH2	Transmembrane protein 242	TMEM242 C6orf35 BM-033 HSPC287	TMEM242	729515;	ENST00000400788;	141	14,758	reviewed
Q5VVB8	Transmembrane protein 244	TMEM244 C6orf191	TMEM244	253582;	ENST00000368143;ENST00000438392;	128	14,657	reviewed
Q8N6I4	Transmembrane protein 251	TMEM251 C14orf109	TMEM251	26175;	ENST00000283534;ENST00000415050;ENST00000622205;ENST00000626767;	163	18,747	reviewed
E9PQX1	Transmembrane protein 262	TMEM262	TMEM262	100130348;	ENST00000530719;	116	13,758	reviewed
Q8WUH6	Transmembrane protein 263	TMEM263 C12orf23	TMEM263	90488;	ENST00000280756;ENST00000547081;ENST00000547242;ENST00000548125;ENST00000550344;ENST00000551813;	116	11,748	reviewed
Q9BX73	TM2 domain-containing protein 2 (Beta-amyloid-binding protein-like protein 1) (BBP-like protein 1)	TM2D2 BLP1	TM2D2	83877;	ENST00000397070;ENST00000456397;ENST00000456845;	214	22,871	reviewed
Q9UK28	Transmembrane protein 59-like (Brain-specific membrane-anchored protein)	TMEM59L BSMAP C19orf4	TMEM59L	25789;	ENST00000262817;ENST00000600490;	342	37,619	reviewed
Q9BZW4	Transmembrane 6 superfamily member 2	TM6SF2	TM6SF2	53345;	ENST00000389363;	377	42,554	reviewed
Q8TDI7	Transmembrane channel-like protein 2 (Transmembrane cochlear-expressed protein 2)	TMC2 C20orf145 UNQ907/PRO1928	TMC2	117532;	ENST00000358864;	906	102,610	reviewed
Q9ULS5	Transmembrane and coiled-coil domains protein 3	TMCC3 KIAA1145	TMCC3	57458;	ENST00000261226;	477	53,785	reviewed
Q5TGY1	Transmembrane and coiled-coil domain-containing protein 4	TMCO4	TMCO4	255104;	ENST00000294543;	634	67,910	reviewed
Q15363	Transmembrane emp24 domain-containing protein 2 (Membrane protein p24A) (p24) (p24 family protein beta-1) (p24beta1)	TMED2 RNP24	TMED2	10959;	ENST00000262225;	201	22,761	reviewed
P49755	Transmembrane emp24 domain-containing protein 10 (21 kDa transmembrane-trafficking protein) (S31III125) (S31I125) (Tmp-21-I) (Transmembrane protein Tmp21) (p23) (p24 family protein delta-1) (p24delta1) (p24delta)	TMED10 TMP21	TMED10	10972;	ENST00000303575;	219	24,976	reviewed
Q9BQJ4	Transmembrane protein 47 (Brain cell membrane protein 1) (Transmembrane 4 superfamily member 10)	TMEM47 BCMP1 TM4SF10	TMEM47	83604;	ENST00000275954;	181	19,998	reviewed
Q8NDY8	Transmembrane protein 52	TMEM52 UNQ3048/PRO9864	TMEM52	339456;	ENST00000310991;ENST00000378602;	209	22,122	reviewed
Q6YI46	Transmembrane protein 64	TMEM64	TMEM64	169200;	ENST00000418210;ENST00000458549;ENST00000519519;	380	39,665	reviewed
Q96MH6	Transmembrane protein 68	TMEM68	TMEM68	137695;	ENST00000334667;ENST00000434581;ENST00000521229;ENST00000522576;ENST00000617782;	324	37,425	reviewed
A0PK05	Transmembrane protein 72 (Kidney-specific secretory protein of 37 kDa)	TMEM72 C10orf127 KSP37	TMEM72	643236;	ENST00000389583;ENST00000544540;	275	29,891	reviewed
A2RUT3	Transmembrane protein 89	TMEM89	TMEM89	440955;	ENST00000330862;	159	17,572	reviewed
Q9HCN3	Transmembrane protein 8A (Protein M83) (Transmembrane protein 6) (Transmembrane protein 8)	TMEM8A TMEM6 TMEM8	TMEM8A	58986;	ENST00000431232;	771	84,761	reviewed
Q6ZNR0	Transmembrane protein 91 (Dispanin subfamily C member 3) (DSPC3)	TMEM91	TMEM91	641649;	ENST00000356385;ENST00000392002;ENST00000413014;ENST00000436170;ENST00000447302;ENST00000544232;	172	18,162	reviewed
Q9NYL9	Tropomodulin-3 (Ubiquitous tropomodulin) (U-Tmod)	TMOD3	TMOD3	29766;	ENST00000308580;ENST00000544199;	352	39,595	reviewed
Q7RTY8	Transmembrane protease serine 7 (EC 3.4.21.-) (Matriptase-3)	TMPRSS7	TMPRSS7	344805;	ENST00000419127;ENST00000452346;ENST00000617607;	843	94,415	reviewed
P50591	Tumor necrosis factor ligand superfamily member 10 (Apo-2 ligand) (Apo-2L) (TNF-related apoptosis-inducing ligand) (Protein TRAIL) (CD antigen CD253)	TNFSF10 APO2L TRAIL	TNFSF10	8743;	ENST00000241261;ENST00000420541;	281	32,509	reviewed
O43508	Tumor necrosis factor ligand superfamily member 12 (APO3 ligand) (TNF-related weak inducer of apoptosis) (TWEAK) [Cleaved into: Tumor necrosis factor ligand superfamily member 12, membrane form; Tumor necrosis factor ligand superfamily member 12, secreted form]	TNFSF12 APO3L DR3LG UNQ181/PRO207	TNFSF12	407977;8742;	ENST00000293825;	249	27,216	reviewed
P01374	Lymphotoxin-alpha (LT-alpha) (TNF-beta) (Tumor necrosis factor ligand superfamily member 1)	LTA TNFB TNFSF1	LTA	4049;	ENST00000412851;ENST00000418386;ENST00000426845;ENST00000436519;ENST00000454550;ENST00000454783;	205	22,297	reviewed
P01375	Tumor necrosis factor (Cachectin) (TNF-alpha) (Tumor necrosis factor ligand superfamily member 2) (TNF-a) [Cleaved into: Tumor necrosis factor, membrane form (N-terminal fragment) (NTF); Intracellular domain 1 (ICD1); Intracellular domain 2 (ICD2); C-domain 1; C-domain 2; Tumor necrosis factor, soluble form]	TNF TNFA TNFSF2	TNF	7124;	ENST00000376122;ENST00000383496;ENST00000412275;ENST00000420425;ENST00000443707;ENST00000448781;ENST00000449264;	233	25,644	reviewed
Q59H18	Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (Cardiac troponin I-interacting kinase) (TNNI3-interacting kinase)	TNNI3K CARK	TNNI3K	100526835;51086;	ENST00000326637;	835	92,851	reviewed
P45378	Troponin T, fast skeletal muscle (TnTf) (Beta-TnTF) (Fast skeletal muscle troponin T) (fTnT)	TNNT3	TNNT3	7140;	ENST00000278317;ENST00000344578;ENST00000381558;ENST00000381563;ENST00000381579;ENST00000381589;ENST00000397301;	269	31,825	reviewed
Q9Y5U5	Tumor necrosis factor receptor superfamily member 18 (Activation-inducible TNFR family receptor) (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357)	TNFRSF18 AITR GITR UNQ319/PRO364	TNFRSF18	8784;	ENST00000328596;ENST00000379265;ENST00000379268;	241	26,000	reviewed
P20333	Tumor necrosis factor receptor superfamily member 1B (Tumor necrosis factor receptor 2) (TNF-R2) (Tumor necrosis factor receptor type II) (TNF-RII) (TNFR-II) (p75) (p80 TNF-alpha receptor) (CD antigen CD120b) (Etanercept) [Cleaved into: Tumor necrosis factor receptor superfamily member 1b, membrane form; Tumor necrosis factor-binding protein 2 (TBP-2) (TBPII)]	TNFRSF1B TNFBR TNFR2	TNFRSF1B	7133;	ENST00000376259;	461	48,291	reviewed
Q8NFQ8	Torsin-1A-interacting protein 2 (Lumenal domain-like LAP1)	TOR1AIP2 IFRG15 LULL1	TOR1AIP2	163590;	ENST00000367612;ENST00000609928;	470	51,263	reviewed
Q15388	Mitochondrial import receptor subunit TOM20 homolog (Mitochondrial 20 kDa outer membrane protein) (Outer mitochondrial membrane receptor Tom20)	TOMM20 KIAA0016	TOMM20	9804;	ENST00000366607;	145	16,298	reviewed
O96008	Mitochondrial import receptor subunit TOM40 homolog (Protein Haymaker) (Translocase of outer membrane 40 kDa subunit homolog) (p38.5)	TOMM40 C19orf1 PEREC1 TOM40	TOMM40	10452;	ENST00000252487;ENST00000405636;ENST00000426677;ENST00000592434;	361	37,893	reviewed
O14656	Torsin-1A (Dystonia 1 protein) (Torsin ATPase-1A) (EC 3.6.4.-) (Torsin family 1 member A)	TOR1A DQ2 DYT1 TA TORA	TOR1A	1861;	ENST00000351698;	332	37,809	reviewed
Q56UQ5	TPT1-like protein			392490;		140	15,757	reviewed
Q5T6R2	Putative phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase TPTE2P1	TPTE2P1	TPTE2P1			138	15,541	reviewed
P56180	Putative tyrosine-protein phosphatase TPTE (EC 3.1.3.48) (Cancer/testis antigen 44) (CT44) (Transmembrane phosphatase with tensin homology) (Tumor antigen BJ-HCC-5)	TPTE	TPTE	7179;	ENST00000427445;ENST00000612746;ENST00000618007;ENST00000622113;	551	64,322	reviewed
Q9ULW0	Targeting protein for Xklp2 (Differentially expressed in cancerous and non-cancerous lung cells 2) (DIL-2) (Hepatocellular carcinoma-associated antigen 519) (Hepatocellular carcinoma-associated antigen 90) (Protein fls353) (Restricted expression proliferation-associated protein 100) (p100)	TPX2 C20orf1 C20orf2 DIL2 HCA519	TPX2	22974;	ENST00000300403;ENST00000340513;	747	85,653	reviewed
Q9H4I3	TraB domain-containing protein (Protein TTG2)	TRABD TTG2 PP2447	TRABD	80305;	ENST00000303434;ENST00000380909;ENST00000395827;	376	42,321	reviewed
O14545	TRAF-type zinc finger domain-containing protein 1 (Protein FLN29)	TRAFD1 FLN29	TRAFD1	10906;	ENST00000257604;ENST00000412615;ENST00000552890;	582	64,841	reviewed
Q15628	Tumor necrosis factor receptor type 1-associated DEATH domain protein (TNFR1-associated DEATH domain protein) (TNFRSF1A-associated via death domain)	TRADD	TRADD	8717;	ENST00000345057;ENST00000486556;	312	34,247	reviewed
Q9BUZ4	TNF receptor-associated factor 4 (Cysteine-rich domain associated with RING and Traf domains protein 1) (Metastatic lymph node gene 62 protein) (MLN 62) (RING finger protein 83)	TRAF4 CART1 MLN62 RNF83	TRAF4	9618;	ENST00000262395;	470	53,543	reviewed
O60296	Trafficking kinesin-binding protein 2 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 3 protein)	TRAK2 ALS2CR3 KIAA0549	TRAK2	66008;	ENST00000332624;ENST00000430254;	914	101,419	reviewed
Q15035	Translocating chain-associated membrane protein 2	TRAM2 KIAA0057	TRAM2	9697;	ENST00000182527;	370	43,328	reviewed
P01850	T-cell receptor beta-1 chain C region	TRBC1	TRBC1			177	19,899	reviewed
P07204	Thrombomodulin (TM) (Fetomodulin) (CD antigen CD141)	THBD THRM	THBD	7056;	ENST00000377103;	575	60,329	reviewed
